"","storm_number","storm_name","typea","datesb_utc","max_winds_kt","min_pressure_mb","accumulated_cyclone_energyc_x104_kt2","direct_deathsd","u_s_damagee_million","tropical_cyclone_report_status","year","basin","source"
"811",13,"Miriam","MH","22 Sep–27 Sep",105,959,9.8,NA,NA,NA,2012,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=epac"
"812",14,"Norman","TS","28 Sep–29 Sep",45,997,0.7,NA,NA,NA,2012,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=epac"
"813",15,"Olivia","TS","06 Oct–08 Oct",50,997,1.9,NA,NA,NA,2012,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=epac"
"814",16,"Paul","MH","13 Oct–17 Oct",105,959,7.1,NA,NA,NA,2012,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=epac"
"815",17,"Rosa","TS","30 Oct–03 Nov",45,1001,2.7,NA,NA,NA,2012,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=epac"
"816",4,"Daniel","MH^","04 Jul–12 Jul",100,961,0.1,NA,NA,NA,2012,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=cpac"
"817",5,"Emilia","MH^","07 Jul–15 Jul",120,945,0,NA,NA,NA,2012,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2012&basin=cpac"
"818",1,"Andrea","TS","05 Jun–07 Jun",55,992,1.6,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"819",2,"Barry","TS","17 Jun–20 Jun",40,1003,0.8,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"820",3,"Chantal","TS","07 Jul–10 Jul",55,1003,2.5,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"821",4,"Dorian","TS","23 Jul–03 Aug",50,1002,2.6,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"822",5,"Erin","TS","15 Aug–18 Aug",40,1006,1.5,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"823",6,"Fernand","TS","25 Aug–26 Aug",50,1001,0.7,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"824",7,"Gabrielle","TS","04 Sep–13 Sep",55,1003,1.8,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"825",8,"Eight","TD","06 Sep–07 Sep",30,1008,0,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"826",9,"Humberto","HU","08 Sep–19 Sep",80,979,8.9,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"827",10,"Ingrid","HU","12 Sep–17 Sep",75,983,4.9,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"828",11,"Jerry","TS","29 Sep–03 Oct",45,1005,1.9,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"829",12,"Karen","TS","03 Oct–06 Oct",55,998,2.3,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"830",13,"Lorenzo","TS","21 Oct–24 Oct",45,1000,1.6,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"831",14,"Melissa","TS","18 Nov–21 Nov",55,980,3.5,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"832",15,"Unnamed","SS","05 Dec–07 Dec",45,997,1.5,NA,NA,NA,2013,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=atl"
"833",1,"Alvin","TS","15 May–17 May",50,1000,1,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"834",2,"Barbara","HU","28 May–30 May",70,983,1.5,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"835",3,"Cosme","HU","23 Jun–27 Jun",75,980,4.6,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"836",4,"Dalila","HU","29 Jun–07 Jul",70,984,5.3,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"837",5,"Erick","HU","04 Jul–09 Jul",70,983,5.2,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"838",6,"Flossie","TS","25 Jul–30 Jul",60,994,2.1,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"839",7,"Gil","HU","30 Jul–06 Aug",75,985,6.4,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"840",8,"Henriette","HU","03 Aug–11 Aug",90,976,9.7,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"841",9,"Ivo","TS","22 Aug–25 Aug",40,997,1.1,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"842",10,"Juliette","TS","28 Aug–29 Aug",55,997,1.2,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"843",11,"Kiko","HU","30 Aug–02 Sep",65,989,2.1,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"844",12,"Lorena","TS","05 Sep–07 Sep",45,1002,1.2,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"845",13,"Manuel","HU","13 Sep–19 Sep",65,983,4.2,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"846",14,"Narda","TS","06 Oct–10 Oct",55,997,1.7,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"847",15,"Octave","TS","12 Oct–15 Oct",55,994,2.2,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"848",16,"Priscilla","TS","14 Oct–16 Oct",40,1001,0.8,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"849",17,"Raymond","MH","20 Oct–30 Oct",110,951,17.4,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"850",18,"Sonia","TS","01 Nov–04 Nov",40,1002,0.7,NA,NA,NA,2013,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=epac"
"851",6,"Flossie","TS^","25 Jul–30 Jul",60,994,2.1,NA,NA,NA,2013,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=cpac"
"852",7,"Gil","HU^","30 Jul–06 Aug",75,985,0.2,NA,NA,NA,2013,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=cpac"
"853",8,"Henriette","HU^","03 Aug–11 Aug",90,976,2.2,NA,NA,NA,2013,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=cpac"
"854",3,"Three-C","TD","19 Aug–20 Aug",30,1008,0,NA,NA,NA,2013,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=cpac"
"855",2,"Unala","TS","19 Aug–19 Aug",35,1005,0.1,NA,NA,NA,2013,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=cpac"
"856",1,"Pewa","HU^","16 Aug–24 Aug",65,987,1.8,NA,NA,NA,2013,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2013&basin=cpac"
"857",1,"Arthur","HU","01 Jul–05 Jul",85,973,6.9,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"858",2,"Two","TD","21 Jul–23 Jul",30,1012,0,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"859",3,"Bertha","HU","01 Aug–06 Aug",70,998,5.5,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"860",4,"Cristobal","HU","23 Aug–29 Aug",75,965,7.9,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"861",5,"Dolly","TS","01 Sep–03 Sep",45,1000,0.9,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"862",6,"Edouard","MH","11 Sep–19 Sep",105,955,15.6,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"863",7,"Fay","HU","10 Oct–13 Oct",70,983,3.6,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"864",8,"Gonzalo","MH","12 Oct–19 Oct",125,940,26,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"865",9,"Hanna","TS","22 Oct–28 Oct",35,1000,0.2,NA,NA,NA,2014,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=atl"
"866",1,"Amanda","MH","22 May–29 May",135,932,18.6,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"867",2,"Boris","TS","02 Jun–04 Jun",40,998,0.4,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"868",3,"Cristina","MH","09 Jun–15 Jun",130,935,12.7,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"869",4,"Douglas","TS","28 Jun–05 Jul",45,999,3,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"870",5,"Elida","TS","30 Jun–02 Jul",45,1002,1.3,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"871",6,"Fausto","TS","07 Jul–09 Jul",40,1004,0.7,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"872",7,"Genevieve","MH^","25 Jul–13 Aug",140,918,0.7,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"873",8,"Hernan","HU","26 Jul–29 Jul",65,992,3,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"874",9,"Iselle","MH","31 Jul–09 Aug",120,947,16.9,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"875",10,"Julio","MH","04 Aug–15 Aug",105,960,8.6,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"876",11,"Karina","HU","13 Aug–26 Aug",75,983,12.4,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"877",12,"Lowell","HU","17 Aug–24 Aug",65,980,5.2,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"878",13,"Marie","MH","22 Aug–28 Aug",140,918,20.5,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"879",14,"Norbert","MH","02 Sep–07 Sep",110,950,11.5,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"880",15,"Odile","MH","10 Sep–18 Sep",120,918,14.8,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"881",16,"Sixteen-E","TD","11 Sep–15 Sep",30,1005,0,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"882",17,"Polo","HU","16 Sep–22 Sep",65,979,6.3,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"883",18,"Rachel","HU","24 Sep–30 Sep",75,980,6.6,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"884",19,"Simon","MH","01 Oct–07 Oct",115,946,9.6,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"885",20,"Trudy","TS","17 Oct–19 Oct",55,998,0.7,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"886",21,"Vance","HU","30 Oct–05 Nov",95,964,9.2,NA,NA,NA,2014,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=epac"
"887",1,"Wali","TS","17 Jul–18 Jul",40,1003,0.6,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"888",7,"Genevieve","MH^","25 Jul–13 Aug",140,918,3.3,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"889",9,"Iselle","MH^","31 Jul–09 Aug",120,947,6.6,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"890",10,"Julio","MH^","04 Aug–15 Aug",105,960,14.1,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"891",12,"Lowell","HU^","17 Aug–24 Aug",65,980,0,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"892",13,"Marie","MH^","22 Aug–28 Aug",140,918,0,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"893",2,"Ana","HU","13 Oct–26 Oct",75,985,15.1,NA,NA,NA,2014,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2014&basin=cpac"
"894",1,"Ana","TS","08 May–11 May",50,998,2.1,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"895",2,"Bill","TS","16 Jun–18 Jun",50,997,1.1,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"896",3,"Claudette","TS","13 Jul–14 Jul",45,1003,1.1,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"897",4,"Danny","MH","18 Aug–24 Aug",110,960,10.5,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"898",5,"Erika","TS","24 Aug–28 Aug",45,1001,2.7,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"899",6,"Fred","HU","30 Aug–06 Sep",75,986,5.5,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"900",7,"Grace","TS","05 Sep–09 Sep",50,1000,1.9,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"901",8,"Henri","TS","08 Sep–11 Sep",45,1003,1.7,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"902",9,"Nine","TD","16 Sep–19 Sep",30,1006,0,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"903",10,"Ida","TS","18 Sep–27 Sep",45,1001,3.2,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"904",11,"Joaquin","MH","28 Sep–07 Oct",135,931,29.2,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"905",12,"Kate","HU","08 Nov–11 Nov",75,980,3.7,NA,NA,NA,2015,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=atl"
"906",1,"Andres","MH","28 May–04 Jun",125,937,19.7,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"907",2,"Blanca","MH","31 May–09 Jun",125,936,20.8,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"908",3,"Carlos","HU","10 Jun–17 Jun",80,978,9.4,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"909",4,"Ela","TS^","08 Jul–10 Jul",40,1002,0,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"910",5,"Dolores","MH","11 Jul–18 Jul",115,946,14.6,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"911",6,"Enrique","TS","12 Jul–18 Jul",45,1000,2.4,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"912",7,"Felicia","TS","23 Jul–24 Jul",35,1004,0.2,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"913",8,"Eight-E","TD","27 Jul–29 Jul",30,1006,0,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"914",9,"Guillermo","HU","29 Jul–07 Aug",95,967,6.3,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"915",10,"Hilda","MH^","06 Aug–13 Aug",125,937,2.8,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"916",11,"Eleven-E","TD","16 Aug–17 Aug",30,1003,0,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"917",12,"Ignacio","MH^","25 Aug–04 Sep",125,942,2.7,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"918",13,"Jimena","MH","26 Aug–09 Sep",135,932,25.7,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"919",14,"Kevin","TS","31 Aug–05 Sep",50,998,2.3,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"920",15,"Linda","MH","05 Sep–10 Sep",110,950,10.2,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"921",16,"Sixteen-E","TD","20 Sep–21 Sep",30,1001,0,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"922",17,"Marty","HU","26 Sep–30 Sep",70,987,3.9,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"923",18,"Nora","TS^","09 Oct–15 Oct",60,993,0.8,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"924",19,"Olaf","MH","15 Oct–27 Oct",130,938,10.3,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"925",20,"Patricia","MH","20 Oct–24 Oct",185,872,17.3,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"926",21,"Rick","TS","18 Nov–22 Nov",35,1002,1.3,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"927",22,"Sandra","MH","23 Nov–28 Nov",130,934,12.6,NA,NA,NA,2015,"Eastern Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=epac"
"928",1,"Halola","HU^","10 Jul–26 Jul",85,959,1.6,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"929",4,"Ela","TS","08 Jul–10 Jul",40,1002,0.8,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"930",2,"Iune","TS","10 Jul–13 Jul",35,1004,0.5,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"931",8,"Eight-C","TD^","27 Jul–29 Jul",30,1006,0,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"932",9,"Guillermo","HU^","29 Jul–07 Aug",95,967,7.9,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"933",10,"Hilda","MH","06 Aug–13 Aug",125,937,15,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"934",4,"Loke","HU","21 Aug–26 Aug",65,985,4.9,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"935",3,"Kilo","MH","22 Aug–11 Sep",120,940,17.7,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"936",12,"Ignacio","MH","25 Aug–04 Sep",125,942,22.9,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"937",13,"Jimena","MH^","26 Aug–09 Sep",135,932,15.2,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"938",5,"Malia","TS","18 Sep–22 Sep",45,992,1.1,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"939",6,"Niala","TS","25 Sep–28 Sep",55,992,2.5,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"940",7,"Oho","HU","03 Oct–08 Oct",95,957,7.4,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"941",8,"Eight-C","TD","03 Oct–04 Oct",30,1001,0,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"942",18,"Nora","TS","09 Oct–15 Oct",60,993,3,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"943",19,"Olaf","MH^","15 Oct–27 Oct",130,938,26.7,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"944",9,"Nine-C","TD","31 Dec–31 Dec",30,1001,0,NA,NA,NA,2015,"Central Pacific","https://www.nhc.noaa.gov/data/tcr/index.php?season=2015&basin=cpac"
"945",1,"Alex","HU","12 Jan–15 Jan",75,981,4.2,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"946",2,"Bonnie","TS","27 May–04 Jun",40,1006,1.1,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"947",3,"Colin","TS","05 Jun–07 Jun",45,1001,1.2,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"948",4,"Danielle","TS","19 Jun–21 Jun",40,1007,0.4,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"949",5,"Earl","HU","02 Aug–06 Aug",75,979,4.6,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"950",6,"Fiona","TS","16 Aug–23 Aug",45,1004,3,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"951",7,"Gaston","MH","22 Aug–02 Sep",105,955,24.7,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"952",8,"Eight","TD","28 Aug–01 Sep",30,1010,0,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"953",9,"Hermine","HU","28 Aug–03 Sep",70,981,3.8,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"954",10,"Ian","TS","12 Sep–16 Sep",50,994,3.1,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"955",11,"Julia","TS","13 Sep–18 Sep",45,1007,2.3,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"956",12,"Karl","TS","14 Sep–25 Sep",60,988,6.2,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"957",13,"Lisa","TS","19 Sep–25 Sep",45,999,2.8,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"958",14,"Matthew","MH","28 Sep–09 Oct",145,934,50.9,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"959",15,"Nicole","MH","04 Oct–18 Oct",120,950,25.9,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
"960",16,"Otto","MH","20 Nov–26 Nov",100,975,8.3,NA,NA,NA,2016,"Atlantic","https://www.nhc.noaa.gov/data/tcr/index.php?season=2016&basin=atl"
